Run_accession,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Material,Type,Isolation source,Avg_read_len,Avg_num_reads,True_label
ERR2004615,WGS,PRJEB21269,SAMEA104120072,"APPRECIATE THE BEAUTY OF LIFE, INC.",public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2064380,NextSeq 500,PAIRED,size fractionation,METAGENOMIC,soil metagenome,ILLUMINA,2019-01-02T00:00:00Z,SAMEA104120072,ERP023502,Sediment/Soil,mMetagenome,Not applicable,151.0,23362989.0,Sediment/Soil
ERR3307046,WGS,PRJEB31185,SAMEA5591549,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333071,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591549,ERP113706,Oral,mMetagenome,Not declared,76.0,53927712.0,mOral
ERR3307048,WGS,PRJEB31185,SAMEA5591551,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333073,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591551,ERP113706,Oral,mMetagenome,Not declared,76.0,52819590.0,mOral
ERR3307049,WGS,PRJEB31185,SAMEA5591552,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333074,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591552,ERP113706,Oral,mMetagenome,Not declared,76.0,49865920.0,mOral
ERR3307051,WGS,PRJEB31185,SAMEA5591554,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333076,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591554,ERP113706,Oral,mMetagenome,Not declared,76.0,31295281.0,mOral
ERR3307052,WGS,PRJEB31185,SAMEA5591555,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333077,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591555,ERP113706,Oral,mMetagenome,Not declared,76.0,53238754.0,mOral
ERR3307053,WGS,PRJEB31185,SAMEA5591556,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333078,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591556,ERP113706,Oral,mMetagenome,Not declared,76.0,45398636.0,mOral
ERR3579822,WGS,PRJEB34569,SAMEA5971645,MPI SCIENCE OF HUMAN HIST,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",ERX3577121,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC004.A,ERP117493,Oral,mMetagenome,Calculus,98.05,43443020.0,mOral
ERR3579825,WGS,PRJEB34569,SAMEA5971648,MPI SCIENCE OF HUMAN HIST,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",ERX3577124,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC009.A,ERP117493,Oral,mMetagenome,Calculus,107.45,33357115.0,mOral
ERR3579820,WGS,PRJEB34569,SAMEA5971643,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",ERX3577119,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC002.A,ERP117493,Oral,mMetagenome,Calculus,91.25,15841120.0,mOral
SRR062083,WGS,PRJNA48479,SAMN00038663,BI,HMP,"sra,srf","gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX024695,Illumina Genome Analyzer II,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2010-08-09T00:00:00Z,700034178,SRP002163,Oral,mMetagenome,Plaque,101.0,25994107.0,mOral
SRR1804664,WGS,PRJNA48479,SAMN00036814,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX877178,Illumina HiSeq 2000,PAIRED,unspecified,GENOMIC,human metagenome,ILLUMINA,2015-02-19T00:00:00Z,700024251,SRP002163,Oral,mMetagenome,Plaque,100.0,23738885.0,mOral
SRR3189411,WGS,PRJNA46333,SAMN04360124,NISC,public,"sra,unknown_contigs",ncbi,ncbi.public,SRX1601624,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-05-01T00:00:00Z,MET0772,SRP002480,Skin,mMetagenome,Not applicable,101.0,13826170.0,Skin
SRR3189418,WGS,PRJNA46333,SAMN04360124,NISC,public,"sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1601624,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-05-01T00:00:00Z,MET0772,SRP002480,Skin,mMetagenome,Not applicable,101.0,11536508.0,Skin
SRR3184100,WGS,PRJNA46333,SAMN04359892,NISC,public,"sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1597582,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-05-01T00:00:00Z,MET0487,SRP002480,Skin,mMetagenome,Not applicable,101.0,15338847.0,Skin
SRR1631064,WGS,PRJNA46333,SAMN03025571,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX743731,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2014-10-30T00:00:00Z,MET0207,SRP002480,Skin,mMetagenome,Not applicable,101.0,27378198.0,Skin
SRR1631061,WGS,PRJNA46333,SAMN03025571,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX743731,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2014-10-30T00:00:00Z,MET0207,SRP002480,Skin,mMetagenome,Not applicable,101.0,24812687.0,Skin
SRR1631063,WGS,PRJNA46333,SAMN03025571,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX743731,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2014-10-30T00:00:00Z,MET0207,SRP002480,Skin,mMetagenome,Not applicable,101.0,27215176.0,Skin
SRR2096701,WGS,PRJNA46333,SAMN03840426,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1091795,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-02-23T00:00:00Z,MET0340,SRP002480,Skin,mMetagenome,Not applicable,101.0,284132.0,Skin
SRR2096705,WGS,PRJNA46333,SAMN03840426,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1091795,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-02-23T00:00:00Z,MET0340,SRP002480,Skin,mMetagenome,Not applicable,101.0,423431.0,Skin
SRR2096706,WGS,PRJNA46333,SAMN03840426,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1091795,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-02-23T00:00:00Z,MET0340,SRP002480,Skin,mMetagenome,Not applicable,101.0,394161.0,Skin
SRR2096707,WGS,PRJNA46333,SAMN03840426,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1091795,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-02-23T00:00:00Z,MET0340,SRP002480,Skin,mMetagenome,Not applicable,101.0,534717.0,Skin
SRR2096709,WGS,PRJNA46333,SAMN03840426,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1091795,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-02-23T00:00:00Z,MET0340,SRP002480,Skin,mMetagenome,Not applicable,101.0,518289.0,Skin
SRR061192,WGS,PRJNA48479,SAMN00071939,WUGSC,HMP,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX024009,Illumina Genome Analyzer II,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2010-07-29T00:00:00Z,700106818,SRP002163,Oral,mMetagenome,Plaque,100.0,23940307.0,mOral
SRR061320,WGS,PRJNA48479,SAMN00035796,WUGSC,HMP,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX024061,Illumina Genome Analyzer II,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2010-07-29T00:00:00Z,700023232,SRP002163,Oral,mMetagenome,Plaque,100.0,24580676.0,mOral
SRR061365,WGS,PRJNA48479,SAMN00036281,WUGSC,HMP,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX024107,Illumina Genome Analyzer II,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2010-07-29T00:00:00Z,700023718,SRP002163,Oral,mMetagenome,Plaque,100.0,27803377.0,mOral
SRR061562,WGS,PRJNA48479,SAMN00039883,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX024200,Illumina Genome Analyzer II,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2010-08-14T00:00:00Z,700037132,SRP002163,Oral,mMetagenome,Plaque,100.0,27527393.0,mOral
SRR062298,WGS,PRJNA48479,SAMN00040247,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX024882,Illumina Genome Analyzer II,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2010-08-14T00:00:00Z,700037500,SRP002163,Oral,mMetagenome,Plaque,100.0,30336715.0,mOral
SRR063517,WGS,PRJNA48479,SAMN00067109,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX025197,Illumina Genome Analyzer II,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2010-08-26T00:00:00Z,700106866,SRP002163,Oral,mMetagenome,Plaque,100.0,26679454.0,mOral
SRR512767,WGS,PRJNA48479,SAMN00095345,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX154058,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,human metagenome,ILLUMINA,2012-06-12T00:00:00Z,700117935,SRP002163,Oral,mMetagenome,Plaque,100.0,50103449.0,mOral
SRR513165,WGS,PRJNA48479,SAMN00147374,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX154189,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,human metagenome,ILLUMINA,2012-06-13T00:00:00Z,700172459,SRP002163,Oral,mMetagenome,Plaque,100.0,42829754.0,mOral
SRR513768,WGS,PRJNA48479,SAMN00094392,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX154089,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,human metagenome,ILLUMINA,2012-06-19T00:00:00Z,700116982,SRP002163,Oral,mMetagenome,Plaque,100.0,83608089.0,mOral
SRR514202,WGS,PRJNA48479,SAMN00142253,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX153945,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,human metagenome,ILLUMINA,2012-06-19T00:00:00Z,700164305,SRP002163,Oral,mMetagenome,Plaque,100.0,107626925.0,mOral
SRR514239,WGS,PRJNA48479,SAMN00147507,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX154215,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,human metagenome,ILLUMINA,2012-06-19T00:00:00Z,700172592,SRP002163,Oral,mMetagenome,Plaque,100.0,84188532.0,mOral
SRR514306,WGS,PRJNA48479,SAMN00142979,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX154022,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,human metagenome,ILLUMINA,2012-06-19T00:00:00Z,700165034,SRP002163,Oral,mMetagenome,Plaque,100.0,53183816.0,mOral
SRR514329,WGS,PRJNA48479,SAMN00087479,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX154024,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,human metagenome,ILLUMINA,2012-06-19T00:00:00Z,700116588,SRP002163,Oral,mMetagenome,Plaque,100.0,82756102.0,mOral
SRR988082,WGS,PRJNA219368,SAMN02354108,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352040,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,T6,SRP029969,Sediment/Soil,mMetagenome,Not applicable,101.0,56722675.0,Sediment/Soil
SRR988087,WGS,PRJNA219368,SAMN02354104,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352036,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,T3,SRP029969,Sediment/Soil,mMetagenome,Not applicable,101.0,51957318.0,Sediment/Soil
SRR988089,WGS,PRJNA219368,SAMN02354102,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352034,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,T1,SRP029969,Sediment/Soil,mMetagenome,Not applicable,101.0,53519903.0,Sediment/Soil
SRR988090,WGS,PRJNA219368,SAMN02354101,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352031,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,C6,SRP029969,Sediment/Soil,mMetagenome,Not applicable,100.0,88140175.0,Sediment/Soil
SRR988091,WGS,PRJNA219368,SAMN02354100,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352030,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,C5,SRP029969,Sediment/Soil,mMetagenome,Not applicable,100.0,67447483.0,Sediment/Soil
SRR988092,WGS,PRJNA219368,SAMN02354099,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352029,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,C4,SRP029969,Sediment/Soil,mMetagenome,Not applicable,100.0,75181337.0,Sediment/Soil
SRR988094,WGS,PRJNA219368,SAMN02354097,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352027,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,C3.rep1,SRP029969,Sediment/Soil,mMetagenome,Not applicable,100.0,48316398.0,Sediment/Soil
SRR1519031,WGS,PRJNA255439,SAMN02919193,THE GEORGE WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX656232,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2014-10-22T00:00:00Z,ES 099,SRP044400,Oral,mMetagenome,Not declared,,,mOral
SRR1519044,WGS,PRJNA255439,SAMN02919194,THE GEORGE WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX656233,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2014-10-22T00:00:00Z,ES 104,SRP044400,Oral,mMetagenome,Not declared,,,mOral
SRR1519046,WGS,PRJNA255439,SAMN02919196,THE GEORGE WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX656247,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2014-10-22T00:00:00Z,ES 107,SRP044400,Oral,mMetagenome,Not declared,101.0,51343041.0,mOral
SRR1519048,WGS,PRJNA255439,SAMN02919198,THE GEORGE WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX656249,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2014-10-22T00:00:00Z,ES 114,SRP044400,Oral,mMetagenome,Not declared,101.0,41257060.0,mOral
SRR1519049,WGS,PRJNA255439,SAMN02919199,THE GEORGE WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX656250,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2014-10-22T00:00:00Z,ES 158,SRP044400,Oral,mMetagenome,Not declared,101.0,51350540.0,mOral
SRR1519050,WGS,PRJNA255439,SAMN02919200,THE GEORGE WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX656251,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2014-10-22T00:00:00Z,ES 207,SRP044400,Oral,mMetagenome,Not declared,101.0,37126527.0,mOral
SRR1950689,WGS,PRJNA277905,SAMN03398503,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976938,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBS009,SRP056821,Skin,mMetagenome,Not applicable,100.0,9186682.0,Skin
SRR1950701,WGS,PRJNA277905,SAMN03398515,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976950,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WOS012,SRP056821,Skin,mMetagenome,Not applicable,100.0,6047181.0,Skin
SRR1950711,WGS,PRJNA277905,SAMN03398525,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976960,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WOS019,SRP056821,Skin,mMetagenome,Not applicable,100.0,7966596.0,Skin
SRR1950729,WGS,PRJNA277905,SAMN03398543,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976978,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBU007,SRP056821,Skin,mMetagenome,Not applicable,100.0,5702657.0,Skin
SRR1950730,WGS,PRJNA277905,SAMN03398544,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976979,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBU008,SRP056821,Skin,mMetagenome,Not applicable,100.0,3450826.0,Skin
SRR1950731,WGS,PRJNA277905,SAMN03398545,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976980,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBU009,SRP056821,Skin,mMetagenome,Not applicable,100.0,5089242.0,Skin
SRR1950749,WGS,PRJNA277905,SAMN03398563,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976998,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE013,SRP056821,Skin,mMetagenome,Not applicable,100.0,9279152.0,Skin
SRR1950758,WGS,PRJNA277905,SAMN03398572,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977007,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE027,SRP056821,Skin,mMetagenome,Not applicable,100.0,7400171.0,Skin
SRR1950762,WGS,PRJNA277905,SAMN03398576,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977011,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE031,SRP056821,Skin,mMetagenome,Not applicable,100.0,5532437.0,Skin
SRR1950776,WGS,PRJNA277905,SAMN03398590,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977025,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE047,SRP056821,Skin,mMetagenome,Not applicable,100.0,7643070.0,Skin
SRR988095,WGS,PRJNA219368,SAMN02354095,GEORGIA TECH,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352025,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,C1.rep2,SRP029969,Sediment/Soil,mMetagenome,Not applicable,101.0,19905076.0,Sediment/Soil
SRR1518410,WGS,PRJNA255439,SAMN02919189,THE GEORGE WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX655652,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2014-10-22T00:00:00Z,ES 069,SRP044400,Oral,mMetagenome,Not declared,101.0,45624606.0,mOral
SRR5892210,WGS,PRJNA396840,SAMN07440130,NTU,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3057947,Illumina HiSeq 2500,PAIRED,size fractionation,METAGENOMIC,human metagenome,ILLUMINA,2017-10-10T00:00:00Z,X4056DNA,SRP114751,Oral,mMetagenome,Saliva,244.85,6018951.0,mOral
SRR1041150,WGA,PRJNA213303,SAMN02264653,THE OHIO STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX385544,Illumina HiSeq 2000,PAIRED,MDA,GENOMIC,Tannerella sp. oral taxon BU063 isolate Cell 2,ILLUMINA,2014-05-29T00:00:00Z,TannBU063.2,SRP033408,Oral,mMetagenome,Plaque,100.0,17415723.0,mOral
SRR1157607,WGS,PRJNA221719,SAMN02364459,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX461673,Illumina HiSeq 2000,PAIRED,size fractionation,METAGENOMIC,soil metagenome,ILLUMINA,2014-02-10T00:00:00Z,Bog75,SRP030479,Sediment/Soil,mMetagenome,Not applicable,100.0,27629264.0,Sediment/Soil
SRR988077,WGS,PRJNA219368,SAMN02354096,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352022,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,C2,SRP029969,Sediment/Soil,mMetagenome,Not applicable,101.0,23571226.0,Sediment/Soil
SRR1518393,WGS,PRJNA255439,SAMN02919189,THE GEORGE WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX655652,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2014-10-22T00:00:00Z,ES 069,SRP044400,Oral,mMetagenome,Not declared,101.0,97036033.0,mOral
SRR7992620,WGS,PRJNA471898,SAMN10173381,NISC,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4823681,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2018-10-12T00:00:00Z,VRNA_054,SRP157584,Skin,mMetagenome,Not applicable,126.0,21406093.0,Skin
SRR7992621,WGS,PRJNA471898,SAMN10173381,NISC,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4823681,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2018-10-12T00:00:00Z,VRNA_054,SRP157584,Skin,mMetagenome,Not applicable,126.0,20812370.0,Skin
ERR1883438,WGS,PRJEB18629,SAMEA103911577,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943939,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911577,ERP020575,Sediment/Soil,mMetagenome,Not applicable,71.66666666666667,5914295.333333333,Sediment/Soil
ERR1883419,WGS,PRJEB18629,SAMEA103911558,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943920,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911558,ERP020575,Sediment/Soil,mMetagenome,Not applicable,68.76666666666667,5234534.0,Sediment/Soil
